,current_5576,current_2409,current_2410,current_28987,current_17529,current_20245,current_18538,current_25513,current_27775
2018-04-19 00:00:00,220.0,215.75,215.5,39.5,178.5,9.5,166.25,90.25,49.333333333333336
2018-04-19 04:00:00,223.25,221.75,222.75,44.75,178.25,14.75,167.25,87.5,48.0
2018-04-19 08:00:00,261.5,260.25,261.0,47.25,215.75,17.25,195.5,112.0,54.5
2018-04-19 12:00:00,256.75,255.25,255.25,37.5,220.75,7.5,196.5,114.25,55.5
2018-04-19 16:00:00,314.75,312.0,312.25,50.0,263.0,20.0,245.75,139.0,71.0
2018-04-19 20:00:00,328.25,324.75,325.25,58.75,266.25,28.75,252.75,136.5,71.33333333333333
2018-04-20 00:00:00,221.5,216.25,216.5,38.75,177.75,8.75,166.25,90.25,49.5
2018-04-20 04:00:00,221.25,222.5,223.0,43.0,180.75,13.0,167.0,88.0,47.25
2018-04-20 08:00:00,262.5,260.0,259.75,45.5,218.0,15.5,198.25,111.75,53.75
2018-04-20 12:00:00,270.25,265.0,265.25,38.75,227.5,8.75,205.25,121.25,58.0
2018-04-20 16:00:00,315.5,316.75,317.0,49.25,269.25,19.25,251.0,143.75,70.25
2018-04-20 20:00:00,326.75,326.0,326.5,58.5,268.75,28.5,252.75,139.25,72.25
2018-04-21 00:00:00,226.75,224.0,224.0,41.0,183.5,11.0,173.0,93.5,54.666666666666664
2018-04-21 04:00:00,205.5,209.75,210.5,39.75,171.75,9.75,160.25,87.75,46.25
2018-04-21 08:00:00,263.75,271.0,270.75,48.75,224.0,18.75,211.75,114.5,54.75
2018-04-21 12:00:00,267.0,272.25,272.0,41.75,231.75,11.75,215.5,121.75,58.5
2018-04-21 16:00:00,267.0,303.75,302.75,51.5,254.25,21.5,237.75,134.25,66.25
2018-04-21 20:00:00,267.0,310.25,311.0,59.0,255.0,29.0,242.0,130.25,68.5
2018-04-22 00:00:00,267.0,217.0,217.25,37.0,178.5,7.0,167.5,90.0,49.75
2018-04-22 04:00:00,212.75,200.5,200.75,38.5,163.25,8.5,152.5,83.5,44.25
2018-04-22 08:00:00,253.0,265.25,266.0,58.75,207.5,28.75,196.0,100.75,47.75
2018-04-22 12:00:00,280.5,275.25,276.25,57.333333333333336,222.75,27.333333333333336,206.75,109.25,54.5
2018-04-22 16:00:00,298.0,315.75,315.5,61.25,256.25,31.25,240.25,124.25,66.5
2018-04-22 20:00:00,318.5,312.0,312.75,71.5,249.5,41.5,236.25,119.25,65.66666666666667
2018-04-23 00:00:00,207.5,207.75,208.0,39.25,169.25,9.25,159.75,84.25,47.75
2018-04-23 04:00:00,221.25,224.25,224.75,45.5,180.0,15.5,167.25,87.75,46.25
2018-04-23 08:00:00,281.75,282.25,282.5,54.666666666666664,233.0,24.666666666666664,212.25,120.5,61.5
2018-04-23 12:00:00,288.5,288.25,288.25,51.0,240.5,21.0,215.75,127.0,64.25
2018-04-23 16:00:00,341.25,341.5,341.5,60.0,281.75,30.0,263.5,145.75,74.0
2018-04-23 20:00:00,336.5,332.25,332.5,59.75,275.25,29.75,258.5,140.5,76.5
2018-04-24 00:00:00,216.5,218.75,218.75,42.333333333333336,180.0,12.333333333333336,167.0,90.75,50.333333333333336
2018-04-24 04:00:00,222.0,225.5,226.25,45.75,180.0,15.75,167.5,89.75,50.25
2018-04-24 08:00:00,275.5,275.75,276.75,54.0,225.0,24.0,203.25,116.5,59.5
2018-04-24 12:00:00,276.5,280.0,281.0,47.666666666666664,234.25,17.666666666666664,209.5,125.75,62.75
2018-04-24 16:00:00,326.5,325.25,325.25,54.25,270.75,24.25,253.75,145.0,70.75
2018-04-24 20:00:00,331.0,330.0,329.75,59.75,271.0,29.75,256.0,139.0,75.0
2018-04-25 00:00:00,217.0,215.5,215.25,40.0,176.75,10.0,165.75,90.25,48.666666666666664
2018-04-25 04:00:00,214.25,215.5,215.25,43.25,173.5,13.25,160.0,82.0,46.0
2018-04-25 08:00:00,256.75,257.5,258.25,49.333333333333336,212.75,19.333333333333336,192.0,103.75,53.25
2018-04-25 12:00:00,251.75,253.75,254.25,40.5,215.0,10.5,192.25,110.5,54.25
2018-04-25 16:00:00,304.75,306.5,306.5,52.25,254.75,22.25,238.0,135.0,70.0
2018-04-25 20:00:00,328.25,324.75,324.75,58.5,268.75,28.5,252.25,138.0,73.5
2018-04-26 00:00:00,217.0,216.5,216.25,38.25,177.25,8.25,166.75,90.5,46.666666666666664
2018-04-26 04:00:00,221.75,219.75,219.75,40.333333333333336,177.75,10.333333333333336,164.75,87.0,47.333333333333336
2018-04-26 08:00:00,255.5,257.25,258.25,44.0,215.0,14.0,196.75,108.25,53.0
2018-04-26 12:00:00,259.75,260.75,260.25,40.25,221.75,10.25,198.75,117.25,56.666666666666664
2018-04-26 16:00:00,310.0,308.25,307.25,51.0,257.5,21.0,241.25,136.75,68.5
2018-04-26 20:00:00,327.25,324.0,324.25,61.333333333333336,267.75,31.333333333333336,251.75,136.75,72.75
2018-04-27 00:00:00,218.5,217.75,217.75,39.0,179.25,9.0,166.5,89.75,49.75
2018-04-27 04:00:00,218.75,217.75,217.5,43.0,175.75,13.0,165.5,88.0,47.666666666666664
2018-04-27 08:00:00,263.0,262.0,262.0,45.333333333333336,216.25,15.333333333333336,197.25,110.0,54.25
2018-04-27 12:00:00,264.25,263.5,263.5,37.75,226.25,7.75,202.5,119.0,57.75
2018-04-27 16:00:00,315.75,312.0,312.5,50.5,262.5,20.5,245.75,138.0,67.0
2018-04-27 20:00:00,323.5,321.25,321.0,57.75,264.5,27.75,248.25,134.0,70.25
2018-04-28 00:00:00,221.0,220.5,220.75,40.0,181.5,10.0,170.25,91.0,50.0
2018-04-28 04:00:00,205.0,205.75,206.0,39.5,168.25,9.5,159.0,86.75,44.5
2018-04-28 08:00:00,268.25,269.0,268.75,48.0,221.0,18.0,207.75,111.5,54.0
2018-04-28 12:00:00,264.75,264.5,264.25,42.0,226.25,12.0,211.0,118.0,56.75
2018-04-28 16:00:00,301.5,304.75,305.0,51.5,254.0,21.5,239.0,132.25,63.5
2018-04-28 20:00:00,311.25,309.75,310.0,59.0,253.75,29.0,238.25,128.75,66.25
2018-04-29 00:00:00,217.5,214.5,215.0,39.75,175.25,9.75,164.0,88.0,48.0
2018-04-29 04:00:00,200.75,200.25,199.5,39.5,162.25,9.5,150.25,80.5,43.75
2018-04-29 08:00:00,248.5,247.75,247.75,52.0,198.5,22.0,185.25,92.0,44.5
2018-04-29 12:00:00,258.5,257.0,257.5,46.25,212.25,16.25,196.0,104.5,51.0
2018-04-29 16:00:00,295.25,297.5,296.25,55.5,243.5,25.5,228.75,119.75,61.0
2018-04-29 20:00:00,311.5,312.75,312.25,61.25,251.75,31.25,237.75,121.75,65.25
2018-04-30 00:00:00,209.0,210.75,210.75,40.0,171.0,10.0,161.0,86.75,47.5
2018-04-30 04:00:00,213.75,216.75,216.5,44.0,175.5,14.0,164.75,86.0,44.25
2018-04-30 08:00:00,255.0,261.25,261.0,44.5,218.75,14.5,201.25,112.0,54.0
2018-04-30 12:00:00,253.0,272.75,272.75,41.333333333333336,233.25,11.333333333333336,209.5,122.5,57.5
2018-04-30 16:00:00,253.0,317.75,318.5,51.25,267.25,21.25,253.0,143.25,70.0
2018-04-30 20:00:00,253.0,325.0,325.25,56.5,269.5,26.5,256.0,138.75,72.75
2018-05-01 00:00:00,253.0,220.0,219.75,38.333333333333336,182.25,8.333333333333336,172.0,96.25,51.75
2018-05-01 04:00:00,253.0,209.75,210.0,38.75,171.25,8.75,162.25,88.5,46.25
2018-05-01 08:00:00,253.0,267.75,267.25,48.5,222.5,18.5,209.75,114.25,56.75
2018-05-01 12:00:00,253.0,290.5,290.75,45.75,245.25,15.75,231.0,134.5,66.0
2018-05-01 16:00:00,253.0,325.25,325.0,55.333333333333336,272.75,25.333333333333336,255.25,143.75,71.5
2018-05-01 20:00:00,253.0,330.25,330.25,63.666666666666664,270.5,33.666666666666664,256.0,135.5,71.0
2018-05-02 00:00:00,253.0,217.5,217.25,36.0,180.25,6.0,169.0,94.0,50.75
2018-05-02 04:00:00,253.0,222.0,221.75,44.5,178.5,14.5,167.5,87.5,47.25
2018-05-02 08:00:00,253.0,271.5,271.75,50.5,226.75,20.5,208.5,116.25,57.75
2018-05-02 12:00:00,253.0,285.5,285.5,45.0,242.5,15.0,220.5,128.5,65.75
2018-05-02 16:00:00,253.0,327.5,327.5,55.5,272.0,25.5,255.25,140.5,71.5
2018-05-02 20:00:00,290.75,328.0,328.0,60.25,268.0,30.25,252.75,137.0,71.5
2018-05-03 00:00:00,212.25,211.0,210.75,40.666666666666664,171.5,10.666666666666664,162.75,88.75,49.75
2018-05-03 04:00:00,214.75,215.0,215.0,43.75,173.5,13.75,163.75,86.5,46.25
2018-05-03 08:00:00,257.75,261.0,260.25,45.0,219.5,15.0,201.25,115.0,56.75
2018-05-03 12:00:00,264.75,263.0,262.75,41.0,222.75,11.0,203.0,118.75,59.75
2018-05-03 16:00:00,315.75,317.0,316.5,53.25,265.25,23.25,248.5,139.25,69.5
2018-05-03 20:00:00,321.25,322.0,321.75,58.0,263.75,28.0,248.75,134.0,72.0
2018-05-04 00:00:00,210.0,210.5,211.5,38.25,173.75,8.25,163.75,89.5,49.25
2018-05-04 04:00:00,215.5,213.5,213.75,42.0,171.5,12.0,161.5,84.5,46.0
2018-05-04 08:00:00,256.0,261.0,262.0,42.75,220.0,12.75,200.75,111.0,53.25
2018-05-04 12:00:00,259.75,261.5,261.75,38.666666666666664,224.75,8.666666666666664,203.5,117.5,57.75
2018-05-04 16:00:00,304.25,303.0,303.25,49.5,254.25,19.5,237.75,135.25,67.5
2018-05-04 20:00:00,296.75,317.75,317.75,58.5,261.25,28.5,245.75,132.5,68.5
2018-05-05 00:00:00,217.0,220.25,220.0,39.25,181.5,9.25,170.25,92.25,51.5
2018-05-05 04:00:00,202.75,203.25,203.5,39.5,165.5,9.5,155.25,85.75,44.0
2018-05-05 08:00:00,254.75,256.25,256.25,46.0,212.5,16.0,201.75,106.0,51.0
2018-05-05 12:00:00,253.75,253.25,254.0,41.25,216.0,11.25,200.75,114.5,56.5
2018-05-05 16:00:00,282.0,284.5,284.25,46.0,240.25,16.0,225.25,128.0,62.0
2018-05-05 20:00:00,295.5,297.0,296.75,54.5,242.75,24.5,229.25,127.5,63.333333333333336
2018-05-06 00:00:00,215.25,214.75,214.75,39.5,177.25,9.5,166.5,91.75,50.75
2018-05-06 04:00:00,197.25,197.5,197.25,39.0,159.25,9.0,150.5,84.75,44.5
2018-05-06 08:00:00,252.5,255.5,255.75,55.5,201.25,25.5,187.5,95.5,48.0
2018-05-06 12:00:00,267.0,265.75,265.5,53.25,213.25,23.25,198.0,109.0,55.0
2018-05-06 16:00:00,295.75,295.75,295.75,56.0,240.5,26.0,224.5,119.75,60.5
2018-05-06 20:00:00,302.5,300.5,300.5,58.0,242.25,28.0,229.0,120.0,64.25
2018-05-07 00:00:00,213.75,213.0,212.75,43.0,174.0,13.0,163.25,87.25,47.25
2018-05-07 04:00:00,202.25,202.25,202.0,39.666666666666664,164.25,9.666666666666664,154.25,83.75,44.75
2018-05-07 08:00:00,265.75,265.25,265.25,52.5,215.25,22.5,204.5,110.75,55.25
2018-05-07 12:00:00,274.25,272.25,271.5,46.333333333333336,228.25,16.333333333333336,214.75,120.75,59.0
2018-05-07 16:00:00,308.5,308.25,308.5,54.25,255.0,24.25,241.75,134.25,66.5
2018-05-07 20:00:00,324.5,322.25,322.0,57.333333333333336,264.25,27.333333333333336,249.75,131.5,70.75
2018-05-08 00:00:00,211.25,213.75,212.75,39.0,173.75,9.0,164.5,90.25,50.25
2018-05-08 04:00:00,221.0,219.5,219.5,43.75,177.25,13.75,166.5,89.0,47.0
2018-05-08 08:00:00,259.25,263.75,263.5,47.0,218.75,17.0,200.25,111.0,52.75
2018-05-08 12:00:00,257.75,261.25,261.75,38.75,224.5,8.75,200.0,117.25,57.0
2018-05-08 16:00:00,304.75,308.5,308.25,49.25,259.25,19.25,242.75,134.0,67.0
2018-05-08 20:00:00,327.5,324.25,324.5,61.333333333333336,267.0,31.333333333333336,252.0,135.25,71.75
2018-05-09 00:00:00,213.25,210.75,211.0,39.0,172.75,9.0,162.75,88.5,48.75
2018-05-09 04:00:00,208.5,210.25,210.25,43.75,169.75,13.75,159.25,82.75,47.333333333333336
2018-05-09 08:00:00,252.5,253.5,253.5,45.0,213.75,15.0,193.0,106.25,48.75
2018-05-09 12:00:00,257.0,255.0,255.25,37.333333333333336,220.25,7.333333333333336,196.0,112.5,55.25
2018-05-09 16:00:00,311.5,311.0,310.75,50.75,261.5,20.75,245.25,138.25,69.0
2018-05-09 20:00:00,323.75,325.5,325.5,56.0,268.0,26.0,254.75,137.5,71.5
2018-05-10 00:00:00,209.5,211.5,212.0,37.25,174.75,7.25,164.75,90.0,50.0
2018-05-10 04:00:00,214.25,216.5,216.5,44.25,174.75,14.25,164.5,87.0,44.75
2018-05-10 08:00:00,257.5,256.0,256.0,44.0,212.0,14.0,193.0,107.75,52.75
2018-05-10 12:00:00,260.75,258.0,258.25,38.0,222.5,8.0,198.75,116.5,55.5
2018-05-10 16:00:00,311.25,307.25,307.75,47.75,257.75,17.75,242.25,136.5,67.75
2018-05-10 20:00:00,328.0,324.75,324.5,59.0,267.0,29.0,253.25,138.25,71.0
2018-05-11 00:00:00,213.75,211.75,211.75,37.75,176.0,7.75,165.0,90.5,50.0
2018-05-11 04:00:00,210.75,218.75,219.0,43.75,175.25,13.75,165.75,88.5,45.75
2018-05-11 08:00:00,259.25,260.75,260.75,40.333333333333336,217.25,10.333333333333336,198.75,112.25,53.25
2018-05-11 12:00:00,266.75,265.0,265.75,38.5,228.75,8.5,204.0,120.5,55.75
2018-05-11 16:00:00,311.5,312.25,312.5,49.75,262.0,19.75,244.75,138.5,69.25
2018-05-11 20:00:00,325.5,322.5,322.5,57.0,265.5,27.0,250.75,138.25,71.5
2018-05-12 00:00:00,224.5,221.5,222.0,36.5,180.0,6.5,171.5,93.0,49.0
2018-05-12 04:00:00,207.5,208.25,208.5,39.5,170.25,9.5,160.5,89.25,46.25
2018-05-12 08:00:00,287.25,285.5,285.5,55.75,232.25,25.75,219.5,118.75,60.25
2018-05-12 12:00:00,292.5,292.0,292.75,54.25,240.0,24.25,224.25,125.25,62.5
2018-05-12 16:00:00,321.75,323.5,324.5,58.0,265.25,28.0,250.75,138.25,68.0
2018-05-12 20:00:00,317.25,316.75,317.75,59.75,258.75,29.75,246.0,131.25,69.25
2018-05-13 00:00:00,221.25,218.5,218.25,36.5,180.25,6.5,169.25,90.5,50.25
2018-05-13 04:00:00,204.0,205.75,205.25,40.5,167.25,10.5,158.0,88.75,45.333333333333336
2018-05-13 08:00:00,254.25,257.0,257.0,56.0,204.75,26.0,192.5,97.0,48.0
2018-05-13 12:00:00,259.0,259.75,259.75,46.25,215.0,16.25,200.5,105.0,54.0
2018-05-13 16:00:00,303.25,302.25,302.25,58.75,245.75,28.75,231.75,121.0,62.5
2018-05-13 20:00:00,316.5,314.0,314.0,61.5,254.5,31.5,239.5,122.0,67.0
2018-05-14 00:00:00,208.75,209.25,209.25,37.25,172.25,7.25,162.5,88.0,51.0
2018-05-14 04:00:00,220.75,221.0,220.75,44.666666666666664,180.0,14.666666666666664,170.75,92.5,47.25
2018-05-14 08:00:00,258.25,258.75,258.5,41.0,215.0,11.0,197.75,106.5,52.0
2018-05-14 12:00:00,272.0,265.75,266.0,40.5,228.0,10.5,205.75,120.25,57.25
2018-05-14 16:00:00,316.5,318.0,318.25,52.666666666666664,269.0,22.666666666666664,252.0,142.25,70.25
2018-05-14 20:00:00,335.0,332.75,332.5,58.0,276.25,28.0,260.5,140.75,74.25
2018-05-15 00:00:00,215.5,215.5,215.75,36.0,178.25,6.0,168.0,93.75,50.75
2018-05-15 04:00:00,220.5,216.75,216.5,42.0,175.5,12.0,167.0,90.5,46.5
2018-05-15 08:00:00,262.75,265.5,264.5,43.25,223.25,13.25,204.75,114.25,53.25
2018-05-15 12:00:00,279.5,279.75,280.5,39.5,240.25,9.5,216.5,127.25,59.5
2018-05-15 16:00:00,339.25,336.0,335.75,51.75,285.5,21.75,269.0,156.5,77.0
2018-05-15 20:00:00,344.25,341.75,341.75,57.666666666666664,284.25,27.666666666666664,269.0,149.25,76.5
2018-05-16 00:00:00,222.75,222.25,222.25,37.25,185.5,7.25,175.0,97.0,52.0
2018-05-16 04:00:00,221.25,218.5,218.75,42.25,178.5,12.25,167.25,88.5,46.75
2018-05-16 08:00:00,283.0,288.5,288.75,47.666666666666664,241.25,17.666666666666664,221.0,128.5,62.5
2018-05-16 12:00:00,306.0,309.5,309.75,49.5,261.5,19.5,235.75,141.25,69.0
2018-05-16 16:00:00,370.0,370.75,370.25,58.0,312.5,28.0,295.25,172.0,81.75
2018-05-16 20:00:00,363.25,364.5,364.75,58.0,305.5,28.0,289.75,162.75,84.5
2018-05-17 00:00:00,229.75,229.25,229.75,38.5,192.25,8.5,182.75,102.5,52.333333333333336
2018-05-17 04:00:00,227.5,229.25,229.5,43.75,186.75,13.75,176.0,96.0,50.25
2018-05-17 08:00:00,298.25,302.25,302.25,49.0,256.0,19.0,233.25,135.25,67.5
2018-05-17 12:00:00,323.0,320.75,321.25,44.0,279.75,14.0,252.5,153.5,74.5
2018-05-17 16:00:00,384.75,378.25,378.5,57.25,324.0,27.25,305.0,181.25,90.0
2018-05-17 20:00:00,378.5,378.75,378.5,61.0,318.5,31.0,302.5,170.5,88.25
2018-05-18 00:00:00,236.25,236.25,236.0,39.25,197.0,9.25,186.75,105.25,58.0
2018-05-18 04:00:00,230.25,232.5,232.25,43.5,189.5,13.5,180.25,98.25,50.25
2018-05-18 08:00:00,295.75,295.5,295.75,52.0,245.5,22.0,224.25,127.0,64.25
2018-05-18 12:00:00,311.0,311.0,312.0,49.25,265.0,19.25,239.0,142.75,71.25
2018-05-18 16:00:00,349.75,351.0,350.75,57.75,294.5,27.75,276.75,157.25,76.75
2018-05-18 20:00:00,339.25,338.0,338.5,58.333333333333336,279.5,28.333333333333336,264.0,143.75,72.5
2018-05-19 00:00:00,225.25,224.5,225.25,42.0,184.75,12.0,174.25,95.0,52.666666666666664
2018-05-19 04:00:00,206.0,207.5,207.0,38.0,169.75,8.0,160.0,88.75,46.25
2018-05-19 08:00:00,269.75,267.25,267.25,48.5,220.75,18.5,208.0,108.0,53.25
2018-05-19 12:00:00,274.25,273.25,273.0,43.75,230.75,13.75,216.75,122.75,57.75
2018-05-19 16:00:00,303.25,301.0,300.25,50.0,252.25,20.0,237.25,134.75,65.5
2018-05-19 20:00:00,311.75,311.5,311.25,56.25,256.5,26.25,241.25,131.0,66.25
2018-05-20 00:00:00,216.5,215.75,217.0,34.0,178.0,4.0,167.75,91.75,48.75
2018-05-20 04:00:00,198.75,196.75,197.75,36.75,161.5,6.75,152.25,86.5,42.5
2018-05-20 08:00:00,249.75,250.0,250.75,52.0,200.5,22.0,187.75,94.75,47.0
2018-05-20 12:00:00,263.25,261.75,262.25,48.75,216.25,18.75,201.0,110.25,54.5
2018-05-20 16:00:00,294.0,297.25,297.5,56.75,241.5,26.75,227.0,120.75,59.75
2018-05-20 20:00:00,310.25,306.75,306.5,59.5,247.75,29.5,234.25,121.0,63.75
2018-05-21 00:00:00,203.5,202.75,203.0,37.0,166.75,7.0,157.75,84.75,46.0
2018-05-21 04:00:00,205.5,209.75,210.0,40.75,169.5,10.75,161.0,84.0,42.25
2018-05-21 08:00:00,263.25,262.0,262.25,44.5,219.75,14.5,202.25,111.25,52.0
2018-05-21 12:00:00,269.25,268.5,270.0,43.0,230.0,13.0,207.0,120.5,57.0
2018-05-21 16:00:00,309.5,308.5,308.25,49.25,260.0,19.25,245.25,138.25,66.75
2018-05-21 20:00:00,322.25,318.75,319.5,53.666666666666664,265.75,23.666666666666664,250.75,136.75,68.5
2018-05-22 00:00:00,215.75,216.0,216.25,37.0,177.25,7.0,168.75,94.25,44.5
2018-05-22 04:00:00,200.5,198.5,199.5,36.5,163.5,6.5,154.5,86.75,43.0
2018-05-22 08:00:00,257.75,257.75,257.25,45.333333333333336,214.5,15.333333333333336,204.0,108.5,52.5
2018-05-22 12:00:00,272.75,272.75,273.25,42.5,230.75,12.5,217.0,122.0,60.75
2018-05-22 16:00:00,326.0,324.5,325.0,55.75,271.75,25.75,257.75,141.75,69.25
2018-05-22 20:00:00,317.5,315.75,316.0,58.0,260.5,28.0,245.5,129.0,69.75
2018-05-23 00:00:00,211.75,212.25,211.75,34.666666666666664,175.25,4.666666666666664,166.0,90.5,49.25
2018-05-23 04:00:00,212.75,214.0,214.0,41.5,172.25,11.5,163.75,85.75,46.75
2018-05-23 08:00:00,260.75,262.0,262.25,44.0,218.5,14.0,199.75,111.25,53.0
2018-05-23 12:00:00,266.75,267.0,267.5,40.75,228.5,10.75,206.5,120.25,59.0
2018-05-23 16:00:00,308.0,312.75,313.75,49.0,265.25,19.0,248.5,140.75,69.0
2018-05-23 20:00:00,323.0,322.5,322.0,57.5,267.75,27.5,252.0,136.25,71.0
2018-05-24 00:00:00,209.75,206.0,206.25,37.5,171.0,7.5,160.75,87.75,47.25
2018-05-24 04:00:00,211.5,213.25,213.25,41.5,173.25,11.5,163.5,88.0,44.75
2018-05-24 08:00:00,259.25,257.0,256.5,41.666666666666664,214.0,11.666666666666664,197.0,108.5,53.75
2018-05-24 12:00:00,272.0,269.5,269.5,40.25,231.5,10.25,208.0,123.5,59.0
2018-05-24 16:00:00,313.0,313.75,313.75,50.0,264.75,20.0,248.75,142.5,69.75
2018-05-24 20:00:00,327.0,324.0,324.0,56.333333333333336,269.75,26.333333333333336,254.25,138.25,73.0
2018-05-25 00:00:00,211.5,210.25,210.75,37.5,175.0,7.5,164.0,89.75,48.0
2018-05-25 04:00:00,210.25,214.5,214.25,41.25,172.75,11.25,164.0,87.5,45.0
2018-05-25 08:00:00,262.5,264.5,264.5,45.666666666666664,220.0,15.666666666666664,202.0,112.5,52.75
2018-05-25 12:00:00,275.75,273.5,274.25,39.5,232.75,9.5,210.5,124.25,58.0
2018-05-25 16:00:00,322.25,319.0,319.25,51.25,269.5,21.25,252.5,145.0,70.5
2018-05-25 20:00:00,328.0,326.5,326.25,59.0,270.25,29.0,255.75,139.75,69.33333333333333
2018-05-26 00:00:00,221.5,220.5,220.25,40.0,183.0,10.0,172.75,95.5,51.25
2018-05-26 04:00:00,204.25,202.5,202.5,37.25,167.75,7.25,158.0,86.0,44.5
2018-05-26 08:00:00,272.75,274.75,274.75,46.333333333333336,229.0,16.333333333333336,214.5,116.5,55.25
2018-05-26 12:00:00,290.25,290.0,289.5,43.0,249.5,13.0,234.25,133.0,64.75
2018-05-26 16:00:00,323.75,326.5,326.75,51.5,277.75,21.5,261.75,155.0,74.25
2018-05-26 20:00:00,320.25,319.5,319.25,57.0,265.0,27.0,250.75,138.0,70.5
2018-05-27 00:00:00,220.75,221.5,222.25,37.0,183.5,7.0,173.0,95.0,49.5
2018-05-27 04:00:00,198.25,200.5,200.0,36.75,164.25,6.75,154.0,86.0,43.0
2018-05-27 08:00:00,268.0,262.5,263.0,55.0,209.5,25.0,195.75,101.5,49.0
2018-05-27 12:00:00,281.75,279.25,279.75,49.25,232.0,19.25,215.0,118.5,59.75
2018-05-27 16:00:00,321.5,321.5,321.25,59.75,263.0,29.75,247.5,130.0,67.25
2018-05-27 20:00:00,317.5,317.25,317.25,58.333333333333336,258.5,28.333333333333336,244.25,125.0,68.5
2018-05-28 00:00:00,210.25,210.25,210.5,34.5,173.75,4.5,163.25,89.0,49.25
2018-05-28 04:00:00,214.5,214.75,214.75,40.25,174.5,10.25,166.0,88.0,45.75
2018-05-28 08:00:00,274.75,270.5,270.5,42.0,227.5,12.0,207.75,117.75,56.75
2018-05-28 12:00:00,292.75,295.5,295.75,42.25,255.75,12.25,232.75,140.25,65.75
2018-05-28 16:00:00,357.75,353.5,354.25,54.0,300.25,24.0,283.25,166.75,82.5
2018-05-28 20:00:00,347.25,348.25,348.75,56.5,291.5,26.5,277.0,154.0,79.25
2018-05-29 00:00:00,219.25,219.5,219.5,37.0,183.25,7.0,172.75,96.0,52.0
2018-05-29 04:00:00,220.75,223.75,224.0,41.5,182.0,11.5,172.5,93.75,47.25
2018-05-29 08:00:00,280.25,277.75,278.0,44.666666666666664,233.25,14.666666666666664,212.75,121.75,60.25
2018-05-29 12:00:00,299.75,299.25,299.5,40.5,260.0,10.5,235.75,142.25,68.0
2018-05-29 16:00:00,359.0,358.5,358.25,53.75,305.75,23.75,289.0,171.25,84.25
2018-05-29 20:00:00,358.0,353.75,354.5,56.5,294.75,26.5,280.25,156.75,81.0
2018-05-30 00:00:00,222.75,222.5,222.25,36.333333333333336,185.75,6.333333333333336,175.5,99.0,53.75
2018-05-30 04:00:00,218.75,219.5,219.25,41.75,179.5,11.75,168.25,87.25,46.75
2018-05-30 08:00:00,283.25,284.25,284.5,46.666666666666664,240.0,16.666666666666664,218.75,126.0,61.5
2018-05-30 12:00:00,302.25,306.75,306.75,44.25,265.75,14.25,239.0,144.5,71.5
2018-05-30 16:00:00,358.25,354.0,354.25,53.0,301.5,23.0,283.75,169.5,83.75
2018-05-30 20:00:00,351.25,348.5,348.75,50.0,291.0,20.0,274.5,153.0,80.0
2018-05-31 00:00:00,222.75,222.5,222.75,35.0,184.75,5.0,172.75,95.75,51.25
